Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-26 00:00:00-04:00,131.32384544654548,131.54786030204147,130.08686671385888,131.21670532226562,66905100,0.0,0.0
2021-04-27 00:00:00-04:00,131.49913616765673,131.88874331170373,130.62254610203854,130.895263671875,66015800,0.0,0.0
2021-04-28 00:00:00-04:00,130.81735115204378,131.50889459107745,129.61934068424674,130.10633850097656,107760100,0.0,0.0
2021-04-29 00:00:00-04:00,132.92117853809344,133.50558183329358,129.00571212903608,130.00892639160156,151101000,0.0,0.0
2021-04-30 00:00:00-04:00,128.35314426527148,130.08685531571498,127.66161568350715,128.04147338867188,109839500,0.0,0.0
2021-05-03 00:00:00-04:00,128.6063403344398,130.5835645811877,128.40180963228673,129.0933380126953,75135100,0.0,0.0
2021-05-04 00:00:00-04:00,127.77847859118502,128.07068022860358,123.40523322106765,124.52532958984375,137564700,0.0,0.0
2021-05-05 00:00:00-04:00,125.84023086704354,127.05772538948398,124.6422204183204,124.76884460449219,84000900,0.0,0.0
2021-05-06 00:00:00-04:00,124.56426777460713,126.3758997645555,123.8240292097585,126.36616516113281,78128300,0.0,0.0
2021-05-07 00:00:00-04:00,127.66381362314827,128.06381882504127,126.3271629457147,127.03939819335938,78973300,0.22,0.0
2021-05-10 00:00:00-04:00,126.25886120807223,126.38568557584613,123.72216543128324,123.76119232177734,88071200,0.0,0.0
2021-05-11 00:00:00-04:00,120.49278076667929,123.19532812082859,119.78055295740043,122.84410095214844,126142800,0.0,0.0
2021-05-12 00:00:00-04:00,120.39522003263365,121.60502403427476,119.27322096428664,119.78055572509766,112172300,0.0,0.0
2021-05-13 00:00:00-04:00,121.54646856304096,123.07823863645709,121.23426088704589,121.92697143554688,105861300,0.0,0.0
2021-05-14 00:00:00-04:00,123.17579601015879,124.7758612004647,122.78553457368028,124.34657287597656,81918000,0.0,0.0
2021-05-17 00:00:00-04:00,123.73194592296774,123.83926802992457,122.12212176223487,123.1953353881836,74244600,0.0,0.0
2021-05-18 00:00:00-04:00,123.47828214881305,123.89781201631315,121.74162605103771,121.80992126464844,63342900,0.0,0.0
2021-05-19 00:00:00-04:00,120.16105765432343,121.87819629608094,119.86835967667767,121.65380096435547,92612000,0.0,0.0
2021-05-20 00:00:00-04:00,122.18066024691666,124.61002681126666,122.05382097524402,124.21000671386719,76857100,0.0,0.0
2021-05-21 00:00:00-04:00,124.70758884704348,124.88320615344152,122.16114162608143,122.37578582763672,79295400,0.0,0.0
2021-05-24 00:00:00-04:00,122.94165678285485,124.82466155300955,122.87336158160026,124.00511169433594,63092900,0.0,0.0
2021-05-25 00:00:00-04:00,124.70759385237946,125.19542633961541,123.24411872152993,123.80999755859375,72009500,0.0,0.0
2021-05-26 00:00:00-04:00,123.86851440973157,124.28804417802037,123.34166255348855,123.76119232177734,56575900,0.0,0.0
2021-05-27 00:00:00-04:00,123.36119642849698,124.53197352741631,122.03431174645816,122.22943878173828,94625600,0.0,0.0
2021-05-28 00:00:00-04:00,122.51237540484098,122.73677818956268,121.51721563777299,121.57575225830078,71311100,0.0,0.0
2021-06-01 00:00:00-04:00,122.03429950032661,122.29772171588232,120.92205913488071,121.25377655029297,67637100,0.0,0.0
2021-06-02 00:00:00-04:00,121.25378754470101,122.19041070349643,121.02939220066231,122.0147933959961,59278900,0.0,0.0
2021-06-03 00:00:00-04:00,121.64403199734149,121.80989069682863,120.13177164794705,120.53179168701172,76229200,0.0,0.0
2021-06-04 00:00:00-04:00,121.04890215666704,123.08801464449839,120.83425795335646,122.8245849609375,75169300,0.0,0.0
2021-06-07 00:00:00-04:00,123.09774990370911,123.24409888195902,121.79038257021139,122.8343276977539,71057600,0.0,0.0
2021-06-08 00:00:00-04:00,123.51727923465421,125.33199613747028,123.13677635872094,123.65386962890625,74403800,0.0,0.0
2021-06-09 00:00:00-04:00,124.1124318358548,124.63928371308171,123.43923097435068,124.03437805175781,56877900,0.0,0.0
2021-06-10 00:00:00-04:00,123.92702961330055,125.0685454930879,122.87333352647549,123.03919219970703,71186400,0.0,0.0
2021-06-11 00:00:00-04:00,123.4490059123557,124.3368510759359,123.02947607177971,124.24903869628906,53522400,0.0,0.0
2021-06-14 00:00:00-04:00,124.70757053406396,127.36133202248661,123.97583310546236,127.30279541015625,96906500,0.0,0.0
2021-06-15 00:00:00-04:00,126.775974370004,127.41990699875254,126.23936384604688,126.4832763671875,62746300,0.0,0.0
2021-06-16 00:00:00-04:00,127.19548678307785,127.7028289556805,125.33200658203938,126.98084259033203,91815000,0.0,0.0
2021-06-17 00:00:00-04:00,126.6393832290609,129.3224209462561,126.49302678487064,128.58091735839844,96721700,0.0,0.0
2021-06-18 00:00:00-04:00,127.52725302098742,128.30776132522885,127.06869620426268,127.28334045410156,108953300,0.0,0.0
2021-06-21 00:00:00-04:00,127.1271913132279,129.18581330080102,126.063736441913,129.0784912109375,79663300,0.0,0.0
2021-06-22 00:00:00-04:00,128.91263161271146,130.8151460223462,128.4150406144124,130.7175750732422,74783600,0.0,0.0
2021-06-23 00:00:00-04:00,130.51273014944366,131.04934073165782,129.98587070972775,130.44442749023438,60214200,0.0,0.0
2021-06-24 00:00:00-04:00,131.1761533209972,131.36152922245495,129.69316099657445,130.16148376464844,68711000,0.0,0.0
2021-06-25 00:00:00-04:00,130.2102425761428,130.6297648884673,129.57606120699057,129.86875915527344,70783700,0.0,0.0
2021-06-28 00:00:00-04:00,130.1614721527149,131.9566646084623,130.1029355337376,131.49810791015625,62111300,0.0,0.0
2021-06-29 00:00:00-04:00,131.51763255879192,133.16648356087228,131.07859300425446,133.0103759765625,64556100,0.0,0.0
2021-06-30 00:00:00-04:00,132.85424351014055,134.06405473109936,132.5615455661884,133.62501525878906,63261400,0.0,0.0
2021-07-01 00:00:00-04:00,133.27379128495963,133.98601159157678,132.4542339993765,133.92747497558594,52485800,0.0,0.0
2021-07-02 00:00:00-04:00,134.54215013282746,136.59102140885628,134.39580856478537,136.552001953125,78852600,0.0,0.0
